review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
Dark mode needed for night usage Highly recommend.,dark mode needed for night usage highly recommend.,1,2026-03-25,Dashen,neutral,0.5,Feature Requests
"Very secure, feels safe to use Great work!","very secure, feels safe to use great work!",1,2026-01-16,Dashen,positive,0.6733333333333333,Other
"Good UI, very intuitive and easy to navigate Very disappointed.","good ui, very intuitive and easy to navigate very disappointed.",3,2026-02-06,Dashen,neutral,0.5,UI and Design
Transaction processing is fast and reliable Please fix!,transaction processing is fast and reliable please fix!,2,2026-02-28,Dashen,positive,0.25,Transaction Performance
Transaction processing is fast and reliable,transaction processing is fast and reliable,3,2026-02-09,Dashen,positive,0.2,Transaction Performance
"Very secure, feels safe to use Update needed.","very secure, feels safe to use update needed.",4,2026-01-05,Dashen,positive,0.51,Other
Sometimes slow but generally good experience Highly recommend.,sometimes slow but generally good experience highly recommend.,2,2025-12-05,Dashen,positive,0.18666666666666665,Transaction Performance
"Fast transfers, love the speed and reliability","fast transfers, love the speed and reliability",3,2026-01-10,Dashen,positive,0.35,Transaction Performance
"Fast transfers, love the speed and reliability Please fix!","fast transfers, love the speed and reliability please fix!",2,2026-01-10,Dashen,positive,0.4125,Transaction Performance
Love the new features being added regularly Great work!,love the new features being added regularly great work!,4,2026-05-11,Dashen,positive,0.5454545454545454,Feature Requests
Please add QR payment feature like other banks Update needed.,please add qr payment feature like other banks update needed.,5,2026-03-06,Dashen,negative,0.125,Feature Requests
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",3,2026-01-21,Dashen,positive,0.1171875,Other
App could use better notification system Please fix!,app could use better notification system please fix!,3,2026-04-01,Dashen,positive,0.625,Feature Requests
"Good UI, very intuitive and easy to navigate Great work!","good ui, very intuitive and easy to navigate great work!",3,2025-12-22,Dashen,positive,0.5833333333333333,UI and Design
"Best banking app in Ethiopia, very satisfied Very disappointed.","best banking app in ethiopia, very satisfied very disappointed.",1,2026-02-06,Dashen,positive,0.22499999999999995,Other
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,4,2026-02-04,Dashen,positive,1.0,Account Access
"Very secure, feels safe to use Great work!","very secure, feels safe to use great work!",3,2025-12-01,Dashen,positive,0.6733333333333333,Other
"Working great so far, no major issues Highly recommend.","working great so far, no major issues highly recommend.",5,2026-02-07,Dashen,positive,0.2571875,Other
Customer service responded quickly to my query Update needed.,customer service responded quickly to my query update needed.,4,2026-02-21,Dashen,positive,0.3333333333333333,UI and Design
"Need budgeting tools please, would be very helpful Please fix!","need budgeting tools please, would be very helpful please fix!",2,2026-04-18,Dashen,positive,0.25,Feature Requests
Dark mode needed for night usage Very disappointed.,dark mode needed for night usage very disappointed.,2,2026-03-16,Dashen,negative,0.5625,Feature Requests
Fingerprint login would be convenient Very disappointed.,fingerprint login would be convenient very disappointed.,4,2026-05-06,Dashen,negative,0.9750000000000001,Account Access
Customer service responded quickly to my query So frustrating.,customer service responded quickly to my query so frustrating.,5,2026-04-23,Dashen,neutral,0.5,UI and Design
App could use better notification system So frustrating.,app could use better notification system so frustrating.,5,2026-04-30,Dashen,neutral,0.5,Feature Requests
Fingerprint login would be convenient Very disappointed.,fingerprint login would be convenient very disappointed.,1,2025-12-31,Dashen,negative,0.9750000000000001,Account Access
Please add QR payment feature like other banks Very disappointed.,please add qr payment feature like other banks very disappointed.,5,2026-02-20,Dashen,negative,0.55,Feature Requests
Sometimes slow but generally good experience So frustrating.,sometimes slow but generally good experience so frustrating.,4,2025-12-30,Dashen,neutral,0.5,Transaction Performance
"Need budgeting tools please, would be very helpful Please fix!","need budgeting tools please, would be very helpful please fix!",1,2026-01-14,Dashen,positive,0.25,Feature Requests
Dark mode needed for night usage,dark mode needed for night usage,5,2026-04-09,Dashen,negative,0.15,Feature Requests
Please add QR payment feature like other banks Highly recommend.,please add qr payment feature like other banks highly recommend.,3,2025-12-12,Dashen,neutral,0.5,Feature Requests
"Best banking app in Ethiopia, very satisfied Great work!","best banking app in ethiopia, very satisfied great work!",2,2026-03-14,Dashen,positive,0.8833333333333333,Other
Sometimes slow but generally good experience Update needed.,sometimes slow but generally good experience update needed.,3,2026-01-21,Dashen,positive,0.19999999999999996,Transaction Performance
Customer service responded quickly to my query Very disappointed.,customer service responded quickly to my query very disappointed.,3,2025-12-21,Dashen,negative,0.3208333333333334,UI and Design
Dark mode needed for night usage So frustrating.,dark mode needed for night usage so frustrating.,3,2026-04-21,Dashen,negative,0.275,Feature Requests
Customer service responded quickly to my query Please fix!,customer service responded quickly to my query please fix!,5,2026-05-12,Dashen,positive,0.41666666666666663,UI and Design
Love the new features being added regularly Highly recommend.,love the new features being added regularly highly recommend.,5,2026-03-27,Dashen,positive,0.26545454545454544,Feature Requests
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,4,2026-01-19,Dashen,positive,1.0,Account Access
"Very secure, feels safe to use Please fix!","very secure, feels safe to use please fix!",2,2025-12-04,Dashen,positive,0.5725,Other
Transaction processing is fast and reliable Please fix!,transaction processing is fast and reliable please fix!,3,2026-02-01,Dashen,positive,0.25,Transaction Performance
Sometimes slow but generally good experience Great work!,sometimes slow but generally good experience great work!,4,2026-05-01,Dashen,positive,0.4666666666666666,Transaction Performance
"Need budgeting tools please, would be very helpful Highly recommend.","need budgeting tools please, would be very helpful highly recommend.",5,2025-12-19,Dashen,positive,0.18,Feature Requests
"Very secure, feels safe to use","very secure, feels safe to use",3,2026-02-18,Dashen,positive,0.51,Other
Sometimes slow but generally good experience So frustrating.,sometimes slow but generally good experience so frustrating.,4,2026-01-30,Dashen,neutral,0.5,Transaction Performance
OTP sometimes delayed but works eventually So frustrating.,otp sometimes delayed but works eventually so frustrating.,3,2026-01-08,Dashen,negative,0.4,Account Access
App could use better notification system,app could use better notification system,5,2026-01-07,Dashen,positive,0.5,Feature Requests
Dark mode needed for night usage Highly recommend.,dark mode needed for night usage highly recommend.,4,2026-05-04,Dashen,neutral,0.5,Feature Requests
Love the new features being added regularly Very disappointed.,love the new features being added regularly very disappointed.,5,2025-12-07,Dashen,negative,0.11287878787878791,Feature Requests
Please add QR payment feature like other banks,please add qr payment feature like other banks,5,2026-03-24,Dashen,negative,0.125,Feature Requests
"Fast transfers, love the speed and reliability Update needed.","fast transfers, love the speed and reliability update needed.",3,2026-03-03,Dashen,positive,0.35,Transaction Performance
"Best banking app in Ethiopia, very satisfied Great work!","best banking app in ethiopia, very satisfied great work!",5,2026-04-20,Dashen,positive,0.8833333333333333,Other
"Working great so far, no major issues Highly recommend.","working great so far, no major issues highly recommend.",5,2026-05-02,Dashen,positive,0.2571875,Other
"Fast transfers, love the speed and reliability Very disappointed.","fast transfers, love the speed and reliability very disappointed.",2,2025-12-23,Dashen,neutral,0.5,Transaction Performance
App could use better notification system Update needed.,app could use better notification system update needed.,2,2026-03-20,Dashen,positive,0.5,Feature Requests
App could use better notification system Very disappointed.,app could use better notification system very disappointed.,1,2026-04-07,Dashen,negative,0.23750000000000004,Feature Requests
Dark mode needed for night usage Highly recommend.,dark mode needed for night usage highly recommend.,1,2026-05-09,Dashen,neutral,0.5,Feature Requests
App could use better notification system,app could use better notification system,1,2026-02-28,Dashen,positive,0.5,Feature Requests
"Fast transfers, love the speed and reliability Please fix!","fast transfers, love the speed and reliability please fix!",4,2026-03-08,Dashen,positive,0.4125,Transaction Performance
"Working great so far, no major issues Very disappointed.","working great so far, no major issues very disappointed.",5,2026-01-11,Dashen,neutral,0.5,Other
Love the new features being added regularly Highly recommend.,love the new features being added regularly highly recommend.,3,2026-04-14,Dashen,positive,0.26545454545454544,Feature Requests
"Need budgeting tools please, would be very helpful So frustrating.","need budgeting tools please, would be very helpful so frustrating.",4,2026-02-03,Dashen,negative,0.1,Feature Requests
Fingerprint login would be convenient Update needed.,fingerprint login would be convenient update needed.,4,2026-02-24,Dashen,neutral,0.5,Account Access
Sometimes slow but generally good experience,sometimes slow but generally good experience,5,2026-04-07,Dashen,positive,0.19999999999999996,Transaction Performance
Sometimes slow but generally good experience Very disappointed.,sometimes slow but generally good experience very disappointed.,5,2025-11-21,Dashen,negative,0.19166666666666674,Transaction Performance
App could use better notification system Great work!,app could use better notification system great work!,1,2026-04-07,Dashen,positive,0.75,Feature Requests
"Need budgeting tools please, would be very helpful Very disappointed.","need budgeting tools please, would be very helpful very disappointed.",3,2025-12-27,Dashen,negative,0.38750000000000007,Feature Requests
OTP sometimes delayed but works eventually,otp sometimes delayed but works eventually,3,2026-02-17,Dashen,neutral,0.5,Account Access
Customer service responded quickly to my query,customer service responded quickly to my query,1,2026-01-05,Dashen,positive,0.3333333333333333,UI and Design
App could use better notification system Great work!,app could use better notification system great work!,4,2026-03-12,Dashen,positive,0.75,Feature Requests
App could use better notification system Highly recommend.,app could use better notification system highly recommend.,4,2026-04-17,Dashen,positive,0.33,Feature Requests
"Fast transfers, love the speed and reliability So frustrating.","fast transfers, love the speed and reliability so frustrating.",4,2026-04-01,Dashen,neutral,0.5,Transaction Performance
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,5,2025-12-26,Dashen,positive,1.0,Account Access
"Best banking app in Ethiopia, very satisfied Update needed.","best banking app in ethiopia, very satisfied update needed.",3,2026-01-26,Dashen,positive,0.825,Other
"Need budgeting tools please, would be very helpful Great work!","need budgeting tools please, would be very helpful great work!",3,2026-05-06,Dashen,positive,0.6,Feature Requests
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,1,2026-01-21,Dashen,positive,1.0,Account Access
"Very secure, feels safe to use","very secure, feels safe to use",5,2026-04-18,Dashen,positive,0.51,Other
"Need budgeting tools please, would be very helpful Highly recommend.","need budgeting tools please, would be very helpful highly recommend.",4,2026-02-25,Dashen,positive,0.18,Feature Requests
Transaction processing is fast and reliable Very disappointed.,transaction processing is fast and reliable very disappointed.,3,2026-01-03,Dashen,negative,0.38750000000000007,Transaction Performance
Please add QR payment feature like other banks Very disappointed.,please add qr payment feature like other banks very disappointed.,4,2025-11-23,Dashen,negative,0.55,Feature Requests
Fingerprint login would be convenient Update needed.,fingerprint login would be convenient update needed.,2,2025-12-21,Dashen,neutral,0.5,Account Access
App could use better notification system Very disappointed.,app could use better notification system very disappointed.,5,2026-05-08,Dashen,negative,0.23750000000000004,Feature Requests
"Very secure, feels safe to use So frustrating.","very secure, feels safe to use so frustrating.",4,2026-03-05,Dashen,positive,0.20666666666666667,Other
"Working great so far, no major issues","working great so far, no major issues",1,2026-03-20,Dashen,positive,0.28958333333333336,Other
Fingerprint login would be convenient So frustrating.,fingerprint login would be convenient so frustrating.,2,2025-12-09,Dashen,negative,0.4,Account Access
"Need budgeting tools please, would be very helpful So frustrating.","need budgeting tools please, would be very helpful so frustrating.",5,2025-11-28,Dashen,negative,0.1,Feature Requests
Please add QR payment feature like other banks,please add qr payment feature like other banks,3,2025-11-20,Dashen,negative,0.125,Feature Requests
"Best banking app in Ethiopia, very satisfied","best banking app in ethiopia, very satisfied",3,2026-04-09,Dashen,positive,0.825,Other
Love the new features being added regularly Very disappointed.,love the new features being added regularly very disappointed.,5,2026-01-10,Dashen,negative,0.11287878787878791,Feature Requests
"Fast transfers, love the speed and reliability Update needed.","fast transfers, love the speed and reliability update needed.",2,2026-03-22,Dashen,positive,0.35,Transaction Performance
Sometimes slow but generally good experience Very disappointed.,sometimes slow but generally good experience very disappointed.,5,2026-03-21,Dashen,negative,0.19166666666666674,Transaction Performance
Fingerprint login would be convenient,fingerprint login would be convenient,3,2025-12-01,Dashen,neutral,0.5,Account Access
"Working great so far, no major issues Great work!","working great so far, no major issues great work!",4,2026-04-21,Dashen,positive,0.4671875,Other
OTP sometimes delayed but works eventually Update needed.,otp sometimes delayed but works eventually update needed.,4,2026-03-12,Dashen,neutral,0.5,Account Access
Transaction processing is fast and reliable Please fix!,transaction processing is fast and reliable please fix!,2,2026-03-21,Dashen,positive,0.25,Transaction Performance
"Need budgeting tools please, would be very helpful Very disappointed.","need budgeting tools please, would be very helpful very disappointed.",1,2026-04-08,Dashen,negative,0.38750000000000007,Feature Requests
Customer service responded quickly to my query Great work!,customer service responded quickly to my query great work!,5,2026-03-11,Dashen,positive,0.6666666666666666,UI and Design
Transaction processing is fast and reliable Update needed.,transaction processing is fast and reliable update needed.,3,2026-02-15,Dashen,positive,0.2,Transaction Performance
"Good UI, very intuitive and easy to navigate Please fix!","good ui, very intuitive and easy to navigate please fix!",3,2026-05-12,Dashen,positive,0.48055555555555557,UI and Design
"Working great so far, no major issues Please fix!","working great so far, no major issues please fix!",4,2026-03-15,Dashen,positive,0.2869791666666667,Other
Transaction processing is fast and reliable Great work!,transaction processing is fast and reliable great work!,5,2026-05-01,Dashen,positive,0.6,Transaction Performance
Fingerprint login would be convenient Please fix!,fingerprint login would be convenient please fix!,5,2026-05-06,Dashen,neutral,0.5,Account Access
"Fast transfers, love the speed and reliability Highly recommend.","fast transfers, love the speed and reliability highly recommend.",4,2026-03-24,Dashen,positive,0.2866666666666667,Transaction Performance
Transaction processing is fast and reliable Very disappointed.,transaction processing is fast and reliable very disappointed.,4,2026-02-22,Dashen,negative,0.38750000000000007,Transaction Performance
Please add QR payment feature like other banks,please add qr payment feature like other banks,4,2025-11-26,Dashen,negative,0.125,Feature Requests
"Very secure, feels safe to use Great work!","very secure, feels safe to use great work!",4,2026-01-01,Dashen,positive,0.6733333333333333,Other
"Best banking app in Ethiopia, very satisfied Very disappointed.","best banking app in ethiopia, very satisfied very disappointed.",1,2026-01-25,Dashen,positive,0.22499999999999995,Other
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",2,2025-11-22,Dashen,positive,0.1171875,Other
"Best banking app in Ethiopia, very satisfied","best banking app in ethiopia, very satisfied",5,2026-02-12,Dashen,positive,0.825,Other
"Working great so far, no major issues","working great so far, no major issues",3,2026-03-20,Dashen,positive,0.28958333333333336,Other
Dark mode needed for night usage Update needed.,dark mode needed for night usage update needed.,3,2026-01-05,Dashen,negative,0.15,Feature Requests
Please add QR payment feature like other banks,please add qr payment feature like other banks,5,2025-11-26,Dashen,negative,0.125,Feature Requests
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,5,2025-12-22,Dashen,positive,1.0,Account Access
Transaction processing is fast and reliable Highly recommend.,transaction processing is fast and reliable highly recommend.,5,2026-02-01,Dashen,positive,0.18,Transaction Performance
"Fast transfers, love the speed and reliability","fast transfers, love the speed and reliability",3,2026-01-27,Dashen,positive,0.35,Transaction Performance
"Good UI, very intuitive and easy to navigate Very disappointed.","good ui, very intuitive and easy to navigate very disappointed.",3,2026-04-10,Dashen,neutral,0.5,UI and Design
Customer service responded quickly to my query Please fix!,customer service responded quickly to my query please fix!,4,2025-12-24,Dashen,positive,0.41666666666666663,UI and Design
OTP sometimes delayed but works eventually Update needed.,otp sometimes delayed but works eventually update needed.,2,2026-03-12,Dashen,neutral,0.5,Account Access
App could use better notification system Great work!,app could use better notification system great work!,3,2026-03-05,Dashen,positive,0.75,Feature Requests
Fingerprint login would be convenient Please fix!,fingerprint login would be convenient please fix!,5,2026-01-25,Dashen,neutral,0.5,Account Access
Love the new features being added regularly,love the new features being added regularly,1,2025-12-17,Dashen,positive,0.21212121212121213,Feature Requests
Love the new features being added regularly Update needed.,love the new features being added regularly update needed.,3,2026-03-13,Dashen,positive,0.21212121212121213,Feature Requests
"Good UI, very intuitive and easy to navigate Highly recommend.","good ui, very intuitive and easy to navigate highly recommend.",1,2026-02-01,Dashen,positive,0.3733333333333333,UI and Design
Please add QR payment feature like other banks Great work!,please add qr payment feature like other banks great work!,4,2026-04-18,Dashen,positive,0.4375,Feature Requests
Please add QR payment feature like other banks So frustrating.,please add qr payment feature like other banks so frustrating.,3,2026-02-10,Dashen,negative,0.2625,Feature Requests
"Very secure, feels safe to use","very secure, feels safe to use",3,2025-12-13,Dashen,positive,0.51,Other
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",3,2026-03-22,Dashen,positive,0.1171875,Other
"Best banking app in Ethiopia, very satisfied So frustrating.","best banking app in ethiopia, very satisfied so frustrating.",1,2026-04-21,Dashen,positive,0.4166666666666667,Other
"Need budgeting tools please, would be very helpful So frustrating.","need budgeting tools please, would be very helpful so frustrating.",4,2025-11-24,Dashen,negative,0.1,Feature Requests
OTP sometimes delayed but works eventually Great work!,otp sometimes delayed but works eventually great work!,3,2026-01-31,Dashen,positive,1.0,Account Access
"Working great so far, no major issues Please fix!","working great so far, no major issues please fix!",4,2026-02-22,Dashen,positive,0.2869791666666667,Other
OTP sometimes delayed but works eventually Update needed.,otp sometimes delayed but works eventually update needed.,5,2025-12-10,Dashen,neutral,0.5,Account Access
"Very secure, feels safe to use So frustrating.","very secure, feels safe to use so frustrating.",3,2026-04-16,Dashen,positive,0.20666666666666667,Other
"Fast transfers, love the speed and reliability So frustrating.","fast transfers, love the speed and reliability so frustrating.",4,2025-12-14,Dashen,neutral,0.5,Transaction Performance
"Fast transfers, love the speed and reliability Very disappointed.","fast transfers, love the speed and reliability very disappointed.",2,2025-12-16,Dashen,neutral,0.5,Transaction Performance
Sometimes slow but generally good experience Please fix!,sometimes slow but generally good experience please fix!,5,2026-04-11,Dashen,positive,0.2875,Transaction Performance
Please add QR payment feature like other banks Highly recommend.,please add qr payment feature like other banks highly recommend.,3,2025-12-17,Dashen,neutral,0.5,Feature Requests
Please add QR payment feature like other banks So frustrating.,please add qr payment feature like other banks so frustrating.,4,2026-03-01,Dashen,negative,0.2625,Feature Requests
"Need budgeting tools please, would be very helpful","need budgeting tools please, would be very helpful",4,2026-02-10,Dashen,positive,0.2,Feature Requests
Dark mode needed for night usage,dark mode needed for night usage,4,2026-05-16,Dashen,negative,0.15,Feature Requests
Customer service responded quickly to my query Very disappointed.,customer service responded quickly to my query very disappointed.,2,2026-02-10,Dashen,negative,0.3208333333333334,UI and Design
Customer service responded quickly to my query Please fix!,customer service responded quickly to my query please fix!,3,2026-01-31,Dashen,positive,0.41666666666666663,UI and Design
"Very secure, feels safe to use Update needed.","very secure, feels safe to use update needed.",4,2026-03-12,Dashen,positive,0.51,Other
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",2,2025-12-26,Dashen,positive,0.1171875,Other
"Best banking app in Ethiopia, very satisfied Highly recommend.","best banking app in ethiopia, very satisfied highly recommend.",5,2026-01-23,Dashen,positive,0.6033333333333333,Other
"Best banking app in Ethiopia, very satisfied","best banking app in ethiopia, very satisfied",3,2026-04-20,Dashen,positive,0.825,Other
"Very secure, feels safe to use Highly recommend.","very secure, feels safe to use highly recommend.",5,2026-03-21,Dashen,positive,0.3933333333333333,Other
App could use better notification system,app could use better notification system,1,2025-12-29,Dashen,positive,0.5,Feature Requests
Transaction processing is fast and reliable Update needed.,transaction processing is fast and reliable update needed.,3,2026-02-15,Dashen,positive,0.2,Transaction Performance
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",1,2026-02-17,Dashen,positive,0.1171875,Other
App could use better notification system Highly recommend.,app could use better notification system highly recommend.,5,2025-12-15,Dashen,positive,0.33,Feature Requests
Customer service responded quickly to my query So frustrating.,customer service responded quickly to my query so frustrating.,1,2026-02-14,Dashen,neutral,0.5,UI and Design
OTP sometimes delayed but works eventually Great work!,otp sometimes delayed but works eventually great work!,3,2026-03-20,Dashen,positive,1.0,Account Access
Please add QR payment feature like other banks Highly recommend.,please add qr payment feature like other banks highly recommend.,3,2026-01-05,Dashen,neutral,0.5,Feature Requests
"Need budgeting tools please, would be very helpful Update needed.","need budgeting tools please, would be very helpful update needed.",2,2025-12-16,Dashen,positive,0.2,Feature Requests
OTP sometimes delayed but works eventually Highly recommend.,otp sometimes delayed but works eventually highly recommend.,2,2026-03-24,Dashen,positive,0.16,Account Access
Customer service responded quickly to my query,customer service responded quickly to my query,1,2026-01-17,Dashen,positive,0.3333333333333333,UI and Design
Sometimes slow but generally good experience,sometimes slow but generally good experience,5,2026-03-05,Dashen,positive,0.19999999999999996,Transaction Performance
Love the new features being added regularly,love the new features being added regularly,5,2026-01-23,Dashen,positive,0.21212121212121213,Feature Requests
Transaction processing is fast and reliable So frustrating.,transaction processing is fast and reliable so frustrating.,5,2026-04-28,Dashen,negative,0.1,Transaction Performance
"Good UI, very intuitive and easy to navigate Great work!","good ui, very intuitive and easy to navigate great work!",4,2026-03-28,Dashen,positive,0.5833333333333333,UI and Design
Love the new features being added regularly,love the new features being added regularly,3,2025-12-21,Dashen,positive,0.21212121212121213,Feature Requests
Sometimes slow but generally good experience Very disappointed.,sometimes slow but generally good experience very disappointed.,5,2026-01-16,Dashen,negative,0.19166666666666674,Transaction Performance
"Very secure, feels safe to use Update needed.","very secure, feels safe to use update needed.",3,2026-03-12,Dashen,positive,0.51,Other
Transaction processing is fast and reliable Please fix!,transaction processing is fast and reliable please fix!,3,2026-04-08,Dashen,positive,0.25,Transaction Performance
"Need budgeting tools please, would be very helpful Please fix!","need budgeting tools please, would be very helpful please fix!",4,2025-11-22,Dashen,positive,0.25,Feature Requests
Fingerprint login would be convenient,fingerprint login would be convenient,5,2026-04-18,Dashen,neutral,0.5,Account Access
"Need budgeting tools please, would be very helpful Great work!","need budgeting tools please, would be very helpful great work!",3,2026-02-13,Dashen,positive,0.6,Feature Requests
Fingerprint login would be convenient Very disappointed.,fingerprint login would be convenient very disappointed.,1,2026-03-21,Dashen,negative,0.9750000000000001,Account Access
Sometimes slow but generally good experience Very disappointed.,sometimes slow but generally good experience very disappointed.,3,2026-05-09,Dashen,negative,0.19166666666666674,Transaction Performance
"Fast transfers, love the speed and reliability So frustrating.","fast transfers, love the speed and reliability so frustrating.",4,2025-12-10,Dashen,neutral,0.5,Transaction Performance
"Need budgeting tools please, would be very helpful So frustrating.","need budgeting tools please, would be very helpful so frustrating.",4,2026-04-11,Dashen,negative,0.1,Feature Requests
Dark mode needed for night usage,dark mode needed for night usage,5,2025-12-24,Dashen,negative,0.15,Feature Requests
Please add QR payment feature like other banks So frustrating.,please add qr payment feature like other banks so frustrating.,4,2026-03-12,Dashen,negative,0.2625,Feature Requests
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",3,2026-04-01,Dashen,positive,0.1171875,Other
Dark mode needed for night usage Please fix!,dark mode needed for night usage please fix!,5,2026-01-27,Dashen,negative,0.1875,Feature Requests
Fingerprint login would be convenient Please fix!,fingerprint login would be convenient please fix!,1,2026-05-12,Dashen,neutral,0.5,Account Access
"Fast transfers, love the speed and reliability Please fix!","fast transfers, love the speed and reliability please fix!",3,2026-01-26,Dashen,positive,0.4125,Transaction Performance
App could use better notification system So frustrating.,app could use better notification system so frustrating.,4,2026-02-13,Dashen,neutral,0.5,Feature Requests
Fingerprint login would be convenient Update needed.,fingerprint login would be convenient update needed.,3,2026-01-20,Dashen,neutral,0.5,Account Access
Dark mode needed for night usage Please fix!,dark mode needed for night usage please fix!,5,2026-04-19,Dashen,negative,0.1875,Feature Requests
App could use better notification system Highly recommend.,app could use better notification system highly recommend.,4,2026-01-31,Dashen,positive,0.33,Feature Requests
Sometimes slow but generally good experience,sometimes slow but generally good experience,5,2026-01-28,Dashen,positive,0.19999999999999996,Transaction Performance
Love the new features being added regularly Great work!,love the new features being added regularly great work!,1,2026-02-16,Dashen,positive,0.5454545454545454,Feature Requests
"Best banking app in Ethiopia, very satisfied Please fix!","best banking app in ethiopia, very satisfied please fix!",3,2026-02-16,Dashen,positive,0.90625,Other
"Working great so far, no major issues","working great so far, no major issues",3,2026-03-20,Dashen,positive,0.28958333333333336,Other
"Fast transfers, love the speed and reliability","fast transfers, love the speed and reliability",3,2026-02-23,Dashen,positive,0.35,Transaction Performance
"Very secure, feels safe to use Highly recommend.","very secure, feels safe to use highly recommend.",4,2025-11-22,Dashen,positive,0.3933333333333333,Other
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,3,2025-11-30,Dashen,positive,1.0,Account Access
Dark mode needed for night usage Very disappointed.,dark mode needed for night usage very disappointed.,5,2026-01-07,Dashen,negative,0.5625,Feature Requests
"Best banking app in Ethiopia, very satisfied Please fix!","best banking app in ethiopia, very satisfied please fix!",3,2026-02-15,Dashen,positive,0.90625,Other
"Need budgeting tools please, would be very helpful Highly recommend.","need budgeting tools please, would be very helpful highly recommend.",2,2026-03-01,Dashen,positive,0.18,Feature Requests
Love the new features being added regularly Great work!,love the new features being added regularly great work!,5,2026-01-04,Dashen,positive,0.5454545454545454,Feature Requests
"Fast transfers, love the speed and reliability Great work!","fast transfers, love the speed and reliability great work!",5,2026-01-09,Dashen,positive,0.5666666666666667,Transaction Performance
Sometimes slow but generally good experience Please fix!,sometimes slow but generally good experience please fix!,5,2025-12-14,Dashen,positive,0.2875,Transaction Performance
Dark mode needed for night usage Very disappointed.,dark mode needed for night usage very disappointed.,4,2025-12-11,Dashen,negative,0.5625,Feature Requests
OTP sometimes delayed but works eventually,otp sometimes delayed but works eventually,2,2026-04-17,Dashen,neutral,0.5,Account Access
"Need budgeting tools please, would be very helpful Great work!","need budgeting tools please, would be very helpful great work!",4,2026-04-04,Dashen,positive,0.6,Feature Requests
Love the new features being added regularly Highly recommend.,love the new features being added regularly highly recommend.,3,2026-01-18,Dashen,positive,0.26545454545454544,Feature Requests
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,5,2026-04-12,Dashen,positive,1.0,Account Access
"Working great so far, no major issues Update needed.","working great so far, no major issues update needed.",5,2026-05-10,Dashen,positive,0.28958333333333336,Other
Transaction processing is fast and reliable Update needed.,transaction processing is fast and reliable update needed.,1,2026-05-12,Dashen,positive,0.2,Transaction Performance
Customer service responded quickly to my query Please fix!,customer service responded quickly to my query please fix!,4,2025-12-27,Dashen,positive,0.41666666666666663,UI and Design
Transaction processing is fast and reliable Update needed.,transaction processing is fast and reliable update needed.,5,2026-01-13,Dashen,positive,0.2,Transaction Performance
"Fast transfers, love the speed and reliability Great work!","fast transfers, love the speed and reliability great work!",3,2026-05-14,Dashen,positive,0.5666666666666667,Transaction Performance
Fingerprint login would be convenient Very disappointed.,fingerprint login would be convenient very disappointed.,3,2026-04-04,Dashen,negative,0.9750000000000001,Account Access
Please add QR payment feature like other banks Update needed.,please add qr payment feature like other banks update needed.,1,2025-12-10,Dashen,negative,0.125,Feature Requests
Please add QR payment feature like other banks Great work!,please add qr payment feature like other banks great work!,3,2025-12-28,Dashen,positive,0.4375,Feature Requests
"Need budgeting tools please, would be very helpful Very disappointed.","need budgeting tools please, would be very helpful very disappointed.",5,2026-01-04,Dashen,negative,0.38750000000000007,Feature Requests
"Very secure, feels safe to use Update needed.","very secure, feels safe to use update needed.",5,2026-04-21,Dashen,positive,0.51,Other
"Fast transfers, love the speed and reliability","fast transfers, love the speed and reliability",2,2026-02-18,Dashen,positive,0.35,Transaction Performance
OTP sometimes delayed but works eventually,otp sometimes delayed but works eventually,1,2026-01-12,Dashen,neutral,0.5,Account Access
"Very secure, feels safe to use Very disappointed.","very secure, feels safe to use very disappointed.",5,2026-01-22,Dashen,neutral,0.5,Other
"Very secure, feels safe to use Very disappointed.","very secure, feels safe to use very disappointed.",4,2026-03-14,Dashen,neutral,0.5,Other
"Working great so far, no major issues","working great so far, no major issues",1,2026-05-03,Dashen,positive,0.28958333333333336,Other
Love the new features being added regularly Highly recommend.,love the new features being added regularly highly recommend.,4,2026-04-18,Dashen,positive,0.26545454545454544,Feature Requests
"Best banking app in Ethiopia, very satisfied So frustrating.","best banking app in ethiopia, very satisfied so frustrating.",4,2025-12-27,Dashen,positive,0.4166666666666667,Other
"Fast transfers, love the speed and reliability Great work!","fast transfers, love the speed and reliability great work!",1,2026-05-09,Dashen,positive,0.5666666666666667,Transaction Performance
Love the new features being added regularly Highly recommend.,love the new features being added regularly highly recommend.,3,2026-03-15,Dashen,positive,0.26545454545454544,Feature Requests
